k1,k2,S(Add^6 k1 k2),R1,R2
2.0,27.0,1.0,0.16666666666666666,0.7924812503605781
2.0,28.0,1.0,0.16666666666666666,0.8012258203429341
2.0,29.0,1.0,0.16666666666666666,0.8096634991879288
2.0,30.0,1.0,0.16666666666666666,0.8178150992680865
2.0,31.0,1.0,0.16666666666666666,0.8256993850644793
2.0,32.0,1.0,0.16666666666666666,0.8333333333333334
2.0,33.0,1.0,0.16666666666666666,0.8407323532264089
2.0,34.0,1.0,0.16666666666666666,0.8479104735417233
2.0,35.0,1.0,0.16666666666666666,0.8548805028241611
2.0,36.0,1.0,0.16666666666666666,0.861654166907052
2.0,37.0,1.0,0.16666666666666666,0.8682422276048251
2.0,38.0,1.0,0.16666666666666666,0.8746545855739308
2.0,39.0,1.0,0.16666666666666666,0.8809003698103748
2.0,40.0,1.0,0.16666666666666666,0.8869880158145604
2.0,41.0,1.0,0.16666666666666666,0.892925334103014
2.0,42.0,1.0,0.16666666666666666,0.8987195704631268
2.0,43.0,1.0,0.16666666666666666,0.9043774591170164
2.0,44.0,1.0,0.16666666666666666,0.9099052697728828
2.0,45.0,1.0,0.16666666666666666,0.9153088493882792
2.0,46.0,1.0,0.16666666666666666,0.9205936593428355
2.0,47.0,1.0,0.16666666666666666,0.9257648086129396
2.0,48.0,1.0,0.16666666666666666,0.9308270834535262
2.0,49.0,1.0,0.16666666666666666,0.9357849740192014
2.0,50.0,1.0,0.16666666666666666,0.9406426982957874
2.0,51.0,1.0,0.16666666666666666,0.945404223661916
2.0,52.0,1.0,0.16666666666666666,0.9500732863568488
2.0,53.0,1.0,0.16666666666666666,0.9546534090938666
2.0,54.0,1.0,0.16666666666666666,0.9591479170272448
2.0,55.0,1.0,0.16666666666666666,0.96355995225411
2.0,56.0,1.0,0.16666666666666666,0.9678924870096008
2.0,57.0,1.0,0.16666666666666666,0.9721483356941236
2.0,58.0,1.0,0.16666666666666666,0.9763301658545952
2.0,59.0,1.0,0.16666666666666666,0.9804405082269736
2.0,60.0,1.0,0.16666666666666666,0.9844817659347532
2.0,61.0,1.0,0.16666666666666666,0.9884562229271476
2.0,62.0,1.0,0.16666666666666666,0.992366051731146
2.0,63.0,1.0,0.16666666666666666,0.9962133205833196
2.0,64.0,0.9921875,0.16666666666666666,1.0
3.0,1.0,1.0,0.26416041678685936,0.0
3.0,2.0,1.0,0.26416041678685936,0.16666666666666666
3.0,3.0,1.0,0.26416041678685936,0.26416041678685936
3.0,4.0,1.0,0.26416041678685936,0.3333333333333333
3.0,5.0,1.0,0.26416041678685936,0.3869880158145604
3.0,6.0,1.0,0.26416041678685936,0.430827083453526
3.0,7.0,1.0,0.26416041678685936,0.4678924870096007
3.0,8.0,1.0,0.26416041678685936,0.5
3.0,9.0,1.0,0.26416041678685936,0.5283208335737187
3.0,10.0,1.0,0.26416041678685936,0.5536546824812271
3.0,11.0,1.0,0.26416041678685936,0.5765719364395496
3.0,12.0,1.0,0.26416041678685936,0.5974937501201928
3.0,13.0,1.0,0.26416041678685936,0.6167399530235154
3.0,14.0,1.0,0.26416041678685936,0.6345591536762673
3.0,15.0,1.0,0.26416041678685936,0.6511484326014197
3.0,16.0,1.0,0.26416041678685936,0.6666666666666666
3.0,17.0,1.0,0.26416041678685936,0.6812438068750567
3.0,18.0,1.0,0.26416041678685936,0.6949875002403854
3.0,19.0,1.0,0.26416041678685936,0.7079879189072642
3.0,20.0,1.0,0.26416041678685936,0.7203213491478938
3.0,21.0,1.0,0.26416041678685936,0.7320529037964602
3.0,22.0,1.0,0.26416041678685936,0.7432386031062163
3.0,23.0,1.0,0.26416041678685936,0.7539269926761688
3.0,24.0,1.0,0.26416041678685936,0.7641604167868595
3.0,25.0,1.0,0.26416041678685936,0.7739760316291208
3.0,26.0,1.0,0.26416041678685936,0.7834066196901821
3.0,27.0,1.0,0.26416041678685936,0.7924812503605781
3.0,28.0,1.0,0.26416041678685936,0.8012258203429341
3.0,29.0,1.0,0.26416041678685936,0.8096634991879288
3.0,30.0,1.0,0.26416041678685936,0.8178150992680865
3.0,31.0,1.0,0.26416041678685936,0.8256993850644793
3.0,32.0,1.0,0.26416041678685936,0.8333333333333334
3.0,33.0,1.0,0.26416041678685936,0.8407323532264089
3.0,34.0,1.0,0.26416041678685936,0.8479104735417233
3.0,35.0,1.0,0.26416041678685936,0.8548805028241611
3.0,36.0,1.0,0.26416041678685936,0.861654166907052
3.0,37.0,1.0,0.26416041678685936,0.8682422276048251
3.0,38.0,1.0,0.26416041678685936,0.8746545855739308
3.0,39.0,1.0,0.26416041678685936,0.8809003698103748
3.0,40.0,1.0,0.26416041678685936,0.8869880158145604
3.0,41.0,1.0,0.26416041678685936,0.892925334103014
3.0,42.0,1.0,0.26416041678685936,0.8987195704631268
3.0,43.0,1.0,0.26416041678685936,0.9043774591170164
3.0,44.0,1.0,0.26416041678685936,0.9099052697728828
3.0,45.0,1.0,0.26416041678685936,0.9153088493882792
3.0,46.0,1.0,0.26416041678685936,0.9205936593428355
3.0,47.0,1.0,0.26416041678685936,0.9257648086129396
3.0,48.0,1.0,0.26416041678685936,0.9308270834535262
3.0,49.0,1.0,0.26416041678685936,0.9357849740192014
3.0,50.0,1.0,0.26416041678685936,0.9406426982957874
3.0,51.0,1.0,0.26416041678685936,0.945404223661916
3.0,52.0,1.0,0.26416041678685936,0.9500732863568488
3.0,53.0,1.0,0.26416041678685936,0.9546534090938666
3.0,54.0,1.0,0.26416041678685936,0.9591479170272448
3.0,55.0,1.0,0.26416041678685936,0.96355995225411
3.0,56.0,1.0,0.26416041678685936,0.9678924870096008
3.0,57.0,1.0,0.26416041678685936,0.9721483356941236
3.0,58.0,1.0,0.26416041678685936,0.9763301658545952
3.0,59.0,1.0,0.26416041678685936,0.9804405082269736
3.0,60.0,1.0,0.26416041678685936,0.9844817659347532
3.0,61.0,1.0,0.26416041678685936,0.9884562229271476
3.0,62.0,0.9892473118279572,0.26416041678685936,0.992366051731146
3.0,63.0,0.9735449735449736,0.26416041678685936,0.9962133205833196
3.0,64.0,0.9583333333333331,0.26416041678685936,1.0
4.0,1.0,1.0,0.3333333333333333,0.0
4.0,2.0,1.0,0.3333333333333333,0.16666666666666666
4.0,3.0,1.0,0.3333333333333333,0.26416041678685936
4.0,4.0,1.0,0.3333333333333333,0.3333333333333333
4.0,5.0,1.0,0.3333333333333333,0.3869880158145604
4.0,6.0,1.0,0.3333333333333333,0.430827083453526
4.0,7.0,1.0,0.3333333333333333,0.4678924870096007
4.0,8.0,1.0,0.3333333333333333,0.5
4.0,9.0,1.0,0.3333333333333333,0.5283208335737187
4.0,10.0,1.0,0.3333333333333333,0.5536546824812271
4.0,11.0,1.0,0.3333333333333333,0.5765719364395496
4.0,12.0,1.0,0.3333333333333333,0.5974937501201928
4.0,13.0,1.0,0.3333333333333333,0.6167399530235154
4.0,14.0,1.0,0.3333333333333333,0.6345591536762673
4.0,15.0,1.0,0.3333333333333333,0.6511484326014197
4.0,16.0,1.0,0.3333333333333333,0.6666666666666666
4.0,17.0,1.0,0.3333333333333333,0.6812438068750567
4.0,18.0,1.0,0.3333333333333333,0.6949875002403854
4.0,19.0,1.0,0.3333333333333333,0.7079879189072642
4.0,20.0,1.0,0.3333333333333333,0.7203213491478938
4.0,21.0,1.0,0.3333333333333333,0.7320529037964602
4.0,22.0,1.0,0.3333333333333333,0.7432386031062163
4.0,23.0,1.0,0.3333333333333333,0.7539269926761688
4.0,24.0,1.0,0.3333333333333333,0.7641604167868595
4.0,25.0,1.0,0.3333333333333333,0.7739760316291208
4.0,26.0,1.0,0.3333333333333333,0.7834066196901821
4.0,27.0,1.0,0.3333333333333333,0.7924812503605781
4.0,28.0,1.0,0.3333333333333333,0.8012258203429341
4.0,29.0,1.0,0.3333333333333333,0.8096634991879288
4.0,30.0,1.0,0.3333333333333333,0.8178150992680865
4.0,31.0,1.0,0.3333333333333333,0.8256993850644793
4.0,32.0,1.0,0.3333333333333333,0.8333333333333334
4.0,33.0,1.0,0.3333333333333333,0.8407323532264089
4.0,34.0,1.0,0.3333333333333333,0.8479104735417233
4.0,35.0,1.0,0.3333333333333333,0.8548805028241611
4.0,36.0,1.0,0.3333333333333333,0.861654166907052
4.0,37.0,1.0,0.3333333333333333,0.8682422276048251
4.0,38.0,1.0,0.3333333333333333,0.8746545855739308
4.0,39.0,1.0,0.3333333333333333,0.8809003698103748
4.0,40.0,1.0,0.3333333333333333,0.8869880158145604
4.0,41.0,1.0,0.3333333333333333,0.892925334103014
4.0,42.0,1.0,0.3333333333333333,0.8987195704631268
4.0,43.0,1.0,0.3333333333333333,0.9043774591170164
4.0,44.0,1.0,0.3333333333333333,0.9099052697728828
4.0,45.0,1.0,0.3333333333333333,0.9153088493882792
4.0,46.0,1.0,0.3333333333333333,0.9205936593428355
4.0,47.0,1.0,0.3333333333333333,0.9257648086129396
4.0,48.0,1.0,0.3333333333333333,0.9308270834535262
4.0,49.0,1.0,0.3333333333333333,0.9357849740192014
4.0,50.0,1.0,0.3333333333333333,0.9406426982957874
4.0,51.0,1.0,0.3333333333333333,0.945404223661916
4.0,52.0,1.0,0.3333333333333333,0.9500732863568488
4.0,53.0,1.0,0.3333333333333333,0.9546534090938666
4.0,54.0,1.0,0.3333333333333333,0.9591479170272448
4.0,55.0,1.0,0.3333333333333333,0.96355995225411
4.0,56.0,1.0,0.3333333333333333,0.9678924870096008
4.0,57.0,1.0,0.3333333333333333,0.9721483356941236
4.0,58.0,1.0,0.3333333333333333,0.9763301658545952
4.0,59.0,1.0,0.3333333333333333,0.9804405082269736
4.0,60.0,0.9969202898550724,0.3333333333333333,0.9844817659347532
4.0,61.0,0.983313817330211,0.3333333333333333,0.9884562229271476
4.0,62.0,0.9698540706605224,0.3333333333333333,0.992366051731146
4.0,63.0,0.9554191468253967,0.3333333333333333,0.9962133205833196
4.0,64.0,0.94140625,0.3333333333333333,1.0
5.0,1.0,1.0,0.3869880158145604,0.0
5.0,2.0,1.0,0.3869880158145604,0.16666666666666666
5.0,3.0,1.0,0.3869880158145604,0.26416041678685936
5.0,4.0,1.0,0.3869880158145604,0.3333333333333333
5.0,5.0,1.0,0.3869880158145604,0.3869880158145604
5.0,6.0,1.0,0.3869880158145604,0.430827083453526
5.0,7.0,1.0,0.3869880158145604,0.4678924870096007
5.0,8.0,1.0,0.3869880158145604,0.5
5.0,9.0,1.0,0.3869880158145604,0.5283208335737187
5.0,10.0,1.0,0.3869880158145604,0.5536546824812271
5.0,11.0,1.0,0.3869880158145604,0.5765719364395496
5.0,12.0,1.0,0.3869880158145604,0.5974937501201928
5.0,13.0,1.0,0.3869880158145604,0.6167399530235154
5.0,14.0,1.0,0.3869880158145604,0.6345591536762673
5.0,15.0,1.0,0.3869880158145604,0.6511484326014197
5.0,16.0,1.0,0.3869880158145604,0.6666666666666666
5.0,17.0,1.0,0.3869880158145604,0.6812438068750567
5.0,18.0,1.0,0.3869880158145604,0.6949875002403854
5.0,19.0,1.0,0.3869880158145604,0.7079879189072642
5.0,20.0,1.0,0.3869880158145604,0.7203213491478938
5.0,21.0,1.0,0.3869880158145604,0.7320529037964602
5.0,22.0,1.0,0.3869880158145604,0.7432386031062163
5.0,23.0,1.0,0.3869880158145604,0.7539269926761688
5.0,24.0,1.0,0.3869880158145604,0.7641604167868595
5.0,25.0,1.0,0.3869880158145604,0.7739760316291208
5.0,26.0,1.0,0.3869880158145604,0.7834066196901821
5.0,27.0,1.0,0.3869880158145604,0.7924812503605781
5.0,28.0,1.0,0.3869880158145604,0.8012258203429341
5.0,29.0,1.0,0.3869880158145604,0.8096634991879288
5.0,30.0,1.0,0.3869880158145604,0.8178150992680865
5.0,31.0,1.0,0.3869880158145604,0.8256993850644793
5.0,32.0,1.0,0.3869880158145604,0.8333333333333334
5.0,33.0,1.0,0.3869880158145604,0.8407323532264089
5.0,34.0,1.0,0.3869880158145604,0.8479104735417233
5.0,35.0,1.0,0.3869880158145604,0.8548805028241611
5.0,36.0,1.0,0.3869880158145604,0.861654166907052
5.0,37.0,1.0,0.3869880158145604,0.8682422276048251
5.0,38.0,1.0,0.3869880158145604,0.8746545855739308
5.0,39.0,1.0,0.3869880158145604,0.8809003698103748
5.0,40.0,1.0,0.3869880158145604,0.8869880158145604
5.0,41.0,1.0,0.3869880158145604,0.892925334103014
5.0,42.0,1.0,0.3869880158145604,0.8987195704631268
5.0,43.0,1.0,0.3869880158145604,0.9043774591170164
5.0,44.0,1.0,0.3869880158145604,0.9099052697728828
5.0,45.0,1.0,0.3869880158145604,0.9153088493882792
5.0,46.0,1.0,0.3869880158145604,0.9205936593428355
5.0,47.0,1.0,0.3869880158145604,0.9257648086129396
5.0,48.0,1.0,0.3869880158145604,0.9308270834535262
5.0,49.0,1.0,0.3869880158145604,0.9357849740192014
5.0,50.0,1.0,0.3869880158145604,0.9406426982957874
5.0,51.0,1.0,0.3869880158145604,0.945404223661916
5.0,52.0,1.0,0.3869880158145604,0.9500732863568488
5.0,53.0,1.0,0.3869880158145604,0.9546534090938666
5.0,54.0,1.0,0.3869880158145604,0.9591479170272448
5.0,55.0,1.0,0.3869880158145604,0.96355995225411
5.0,56.0,1.0,0.3869880158145604,0.9678924870096008
5.0,57.0,0.9929824561403509,0.3869880158145604,0.9721483356941236
5.0,58.0,0.9758620689655172,0.3869880158145604,0.9763301658545952
5.0,59.0,0.959322033898305,0.3869880158145604,0.9804405082269736
5.0,60.0,0.9433333333333334,0.3869880158145604,0.9844817659347532
5.0,61.0,0.9278688524590164,0.3869880158145604,0.9884562229271476
5.0,62.0,0.9129032258064516,0.3869880158145604,0.992366051731146
5.0,63.0,0.8984126984126986,0.3869880158145604,0.9962133205833196
5.0,64.0,0.8843750000000001,0.3869880158145604,1.0
6.0,1.0,1.0,0.430827083453526,0.0
6.0,2.0,1.0,0.430827083453526,0.16666666666666666
6.0,3.0,1.0,0.430827083453526,0.26416041678685936
6.0,4.0,1.0,0.430827083453526,0.3333333333333333
6.0,5.0,1.0,0.430827083453526,0.3869880158145604
6.0,6.0,1.0,0.430827083453526,0.430827083453526
6.0,7.0,1.0,0.430827083453526,0.4678924870096007
6.0,8.0,1.0,0.430827083453526,0.5
6.0,9.0,1.0,0.430827083453526,0.5283208335737187
6.0,10.0,1.0,0.430827083453526,0.5536546824812271
6.0,11.0,1.0,0.430827083453526,0.5765719364395496
6.0,12.0,1.0,0.430827083453526,0.5974937501201928
6.0,13.0,1.0,0.430827083453526,0.6167399530235154
6.0,14.0,1.0,0.430827083453526,0.6345591536762673
6.0,15.0,1.0,0.430827083453526,0.6511484326014197
6.0,16.0,1.0,0.430827083453526,0.6666666666666666
6.0,17.0,1.0,0.430827083453526,0.6812438068750567
6.0,18.0,1.0,0.430827083453526,0.6949875002403854
6.0,19.0,1.0,0.430827083453526,0.7079879189072642
6.0,20.0,1.0,0.430827083453526,0.7203213491478938
6.0,21.0,1.0,0.430827083453526,0.7320529037964602
6.0,22.0,1.0,0.430827083453526,0.7432386031062163
6.0,23.0,1.0,0.430827083453526,0.7539269926761688
6.0,24.0,1.0,0.430827083453526,0.7641604167868595
6.0,25.0,1.0,0.430827083453526,0.7739760316291208
6.0,26.0,1.0,0.430827083453526,0.7834066196901821
6.0,27.0,1.0,0.430827083453526,0.7924812503605781
6.0,28.0,1.0,0.430827083453526,0.8012258203429341
6.0,29.0,1.0,0.430827083453526,0.8096634991879288
6.0,30.0,1.0,0.430827083453526,0.8178150992680865
6.0,31.0,1.0,0.430827083453526,0.8256993850644793
6.0,32.0,1.0,0.430827083453526,0.8333333333333334
6.0,33.0,1.0,0.430827083453526,0.8407323532264089
6.0,34.0,1.0,0.430827083453526,0.8479104735417233
6.0,35.0,1.0,0.430827083453526,0.8548805028241611
6.0,36.0,1.0,0.430827083453526,0.861654166907052
6.0,37.0,1.0,0.430827083453526,0.8682422276048251
6.0,38.0,1.0,0.430827083453526,0.8746545855739308
6.0,39.0,1.0,0.430827083453526,0.8809003698103748
6.0,40.0,1.0,0.430827083453526,0.8869880158145604
6.0,41.0,1.0,0.430827083453526,0.892925334103014
6.0,42.0,1.0,0.430827083453526,0.8987195704631268
6.0,43.0,1.0,0.430827083453526,0.9043774591170164
6.0,44.0,1.0,0.430827083453526,0.9099052697728828
6.0,45.0,1.0,0.430827083453526,0.9153088493882792
6.0,46.0,1.0,0.430827083453526,0.9205936593428355
6.0,47.0,1.0,0.430827083453526,0.9257648086129396
6.0,48.0,1.0,0.430827083453526,0.9308270834535262
6.0,49.0,1.0,0.430827083453526,0.9357849740192014
6.0,50.0,1.0,0.430827083453526,0.9406426982957874
6.0,51.0,1.0,0.430827083453526,0.945404223661916
6.0,52.0,1.0,0.430827083453526,0.9500732863568488
6.0,53.0,1.0,0.430827083453526,0.9546534090938666
6.0,54.0,1.0,0.430827083453526,0.9591479170272448
6.0,55.0,0.9848484848484848,0.430827083453526,0.96355995225411
6.0,56.0,0.9672619047619044,0.430827083453526,0.9678924870096008
6.0,57.0,0.9502923976608186,0.430827083453526,0.9721483356941236
6.0,58.0,0.9339080459770116,0.430827083453526,0.9763301658545952
6.0,59.0,0.9180790960451976,0.430827083453526,0.9804405082269736
6.0,60.0,0.9027777777777779,0.430827083453526,0.9844817659347532
6.0,61.0,0.8879781420765025,0.430827083453526,0.9884562229271476
6.0,62.0,0.8736559139784948,0.430827083453526,0.992366051731146
6.0,63.0,0.8597883597883595,0.430827083453526,0.9962133205833196
6.0,64.0,0.8463541666666667,0.430827083453526,1.0
7.0,1.0,1.0,0.4678924870096007,0.0
7.0,2.0,1.0,0.4678924870096007,0.16666666666666666
7.0,3.0,1.0,0.4678924870096007,0.26416041678685936
7.0,4.0,1.0,0.4678924870096007,0.3333333333333333
7.0,5.0,1.0,0.4678924870096007,0.3869880158145604
7.0,6.0,1.0,0.4678924870096007,0.430827083453526
7.0,7.0,1.0,0.4678924870096007,0.4678924870096007
7.0,8.0,1.0,0.4678924870096007,0.5
7.0,9.0,1.0,0.4678924870096007,0.5283208335737187
7.0,10.0,1.0,0.4678924870096007,0.5536546824812271
7.0,11.0,1.0,0.4678924870096007,0.5765719364395496
7.0,12.0,1.0,0.4678924870096007,0.5974937501201928
7.0,13.0,1.0,0.4678924870096007,0.6167399530235154
7.0,14.0,1.0,0.4678924870096007,0.6345591536762673
7.0,15.0,1.0,0.4678924870096007,0.6511484326014197
7.0,16.0,1.0,0.4678924870096007,0.6666666666666666
7.0,17.0,1.0,0.4678924870096007,0.6812438068750567
7.0,18.0,1.0,0.4678924870096007,0.6949875002403854
7.0,19.0,1.0,0.4678924870096007,0.7079879189072642
7.0,20.0,1.0,0.4678924870096007,0.7203213491478938
7.0,21.0,1.0,0.4678924870096007,0.7320529037964602
7.0,22.0,1.0,0.4678924870096007,0.7432386031062163
7.0,23.0,1.0,0.4678924870096007,0.7539269926761688
7.0,24.0,1.0,0.4678924870096007,0.7641604167868595
7.0,25.0,1.0,0.4678924870096007,0.7739760316291208
7.0,26.0,1.0,0.4678924870096007,0.7834066196901821
7.0,27.0,1.0,0.4678924870096007,0.7924812503605781
7.0,28.0,1.0,0.4678924870096007,0.8012258203429341
7.0,29.0,1.0,0.4678924870096007,0.8096634991879288
7.0,30.0,1.0,0.4678924870096007,0.8178150992680865
7.0,31.0,1.0,0.4678924870096007,0.8256993850644793
7.0,32.0,1.0,0.4678924870096007,0.8333333333333334
7.0,33.0,1.0,0.4678924870096007,0.8407323532264089
7.0,34.0,1.0,0.4678924870096007,0.8479104735417233
7.0,35.0,1.0,0.4678924870096007,0.8548805028241611
7.0,36.0,1.0,0.4678924870096007,0.861654166907052
7.0,37.0,1.0,0.4678924870096007,0.8682422276048251
7.0,38.0,1.0,0.4678924870096007,0.8746545855739308
7.0,39.0,1.0,0.4678924870096007,0.8809003698103748
7.0,40.0,1.0,0.4678924870096007,0.8869880158145604
7.0,41.0,1.0,0.4678924870096007,0.892925334103014
7.0,42.0,1.0,0.4678924870096007,0.8987195704631268
7.0,43.0,1.0,0.4678924870096007,0.9043774591170164
7.0,44.0,1.0,0.4678924870096007,0.9099052697728828
7.0,45.0,1.0,0.4678924870096007,0.9153088493882792
7.0,46.0,1.0,0.4678924870096007,0.9205936593428355
7.0,47.0,1.0,0.4678924870096007,0.9257648086129396
7.0,48.0,1.0,0.4678924870096007,0.9308270834535262
7.0,49.0,1.0,0.4678924870096007,0.9357849740192014
7.0,50.0,1.0,0.4678924870096007,0.9406426982957874
7.0,51.0,1.0,0.4678924870096007,0.945404223661916
7.0,52.0,1.0,0.4678924870096007,0.9500732863568488
7.0,53.0,0.9862234201856844,0.4678924870096007,0.9546534090938666
7.0,54.0,0.9689754689754692,0.4678924870096007,0.9591479170272448
7.0,55.0,0.9523191094619669,0.4678924870096007,0.96355995225411
7.0,56.0,0.9362244897959184,0.4678924870096007,0.9678924870096008
7.0,57.0,0.9197994987468672,0.4678924870096007,0.9721483356941236
7.0,58.0,0.9039408866995072,0.4678924870096007,0.9763301658545952
7.0,59.0,0.8886198547215497,0.4678924870096007,0.9804405082269736
7.0,60.0,0.8738095238095238,0.4678924870096007,0.9844817659347532
7.0,61.0,0.8594847775175644,0.4678924870096007,0.9884562229271476
7.0,62.0,0.8456221198156681,0.4678924870096007,0.992366051731146
7.0,63.0,0.8321995464852611,0.4678924870096007,0.9962133205833196
7.0,64.0,0.8191964285714286,0.4678924870096007,1.0
8.0,1.0,1.0,0.5,0.0
8.0,2.0,1.0,0.5,0.16666666666666666
8.0,3.0,1.0,0.5,0.26416041678685936
8.0,4.0,1.0,0.5,0.3333333333333333
8.0,5.0,1.0,0.5,0.3869880158145604
8.0,6.0,1.0,0.5,0.430827083453526
8.0,7.0,1.0,0.5,0.4678924870096007
8.0,8.0,1.0,0.5,0.5
8.0,9.0,1.0,0.5,0.5283208335737187
8.0,10.0,1.0,0.5,0.5536546824812271
8.0,11.0,1.0,0.5,0.5765719364395496
8.0,12.0,1.0,0.5,0.5974937501201928
8.0,13.0,1.0,0.5,0.6167399530235154
8.0,14.0,1.0,0.5,0.6345591536762673
8.0,15.0,1.0,0.5,0.6511484326014197
8.0,16.0,1.0,0.5,0.6666666666666666
8.0,17.0,1.0,0.5,0.6812438068750567
8.0,18.0,1.0,0.5,0.6949875002403854
8.0,19.0,1.0,0.5,0.7079879189072642
8.0,20.0,1.0,0.5,0.7203213491478938
8.0,21.0,1.0,0.5,0.7320529037964602
8.0,22.0,1.0,0.5,0.7432386031062163
8.0,23.0,1.0,0.5,0.7539269926761688
8.0,24.0,1.0,0.5,0.7641604167868595
8.0,25.0,1.0,0.5,0.7739760316291208
8.0,26.0,1.0,0.5,0.7834066196901821
8.0,27.0,1.0,0.5,0.7924812503605781
8.0,28.0,1.0,0.5,0.8012258203429341
8.0,29.0,1.0,0.5,0.8096634991879288
8.0,30.0,1.0,0.5,0.8178150992680865
8.0,31.0,1.0,0.5,0.8256993850644793
8.0,32.0,1.0,0.5,0.8333333333333334
8.0,33.0,1.0,0.5,0.8407323532264089
8.0,34.0,1.0,0.5,0.8479104735417233
