R1,R2
0.0,1.0
0.16666666666666666,0.9962133205833195
0.26416041678685936,0.9884562229271477
0.3333333333333333,0.9804405082269736
0.3869880158145604,0.9678924870096007
0.430827083453526,0.9591479170272449
0.4678924870096007,0.9500732863568487
0.5,0.9357849740192014
0.5283208335737187,0.9205936593428355
0.5536546824812271,0.9099052697728829
0.5765719364395496,0.8987195704631268
0.5974937501201928,0.8869880158145604
0.6167399530235154,0.8746545855739308
0.6345591536762673,0.861654166907052
0.6511484326014197,0.8548805028241611
0.6666666666666666,0.8407323532264089
0.6812438068750567,0.8333333333333334
0.6949875002403854,0.8256993850644793
0.7079879189072642,0.8096634991879288
0.7203213491478938,0.801225820342934
0.7320529037964602,0.7924812503605781
0.7432386031062163,0.7834066196901821
0.7539269926761688,0.7739760316291208
0.7641604167868595,0.7641604167868595
0.7739760316291208,0.7539269926761688
0.7834066196901821,0.7432386031062163
0.7924812503605781,0.7320529037964602
0.801225820342934,0.7203213491478938
0.8096634991879288,0.7079879189072642
0.8256993850644793,0.6949875002403854
0.8333333333333334,0.6812438068750567
0.8407323532264089,0.6666666666666666
0.8548805028241611,0.6511484326014197
0.861654166907052,0.6345591536762673
0.8746545855739308,0.6167399530235154
0.8869880158145604,0.5974937501201928
0.8987195704631268,0.5765719364395496
0.9099052697728829,0.5536546824812271
0.9205936593428355,0.5283208335737187
0.9357849740192014,0.5
0.9500732863568487,0.4678924870096007
0.9591479170272449,0.430827083453526
0.9678924870096007,0.3869880158145604
0.9804405082269736,0.3333333333333333
0.9884562229271477,0.26416041678685936
0.9962133205833195,0.16666666666666666
1.0,0.0
