k1,k2,S(MAC^7 k1 k2),R1,R2
36.0,90.0,0.0,0.7385607144917589,0.9274075851899536
36.0,91.0,0.0,0.7385607144917589,0.9296849485998138
36.0,92.0,0.0,0.7385607144917589,0.931937422293859
36.0,93.0,0.0,0.7385607144917589,0.9341655444440046
36.0,94.0,0.0,0.7385607144917589,0.9363698359539482
36.0,95.0,0.0,0.7385607144917589,0.9385508011901356
36.0,96.0,0.0,0.7385607144917589,0.9407089286744508
36.0,97.0,0.0,0.7385607144917589,0.9428446917410184
36.0,98.0,0.0,0.7385607144917589,0.9449585491593157
36.0,99.0,0.0,0.7385607144917589,0.9470509457256584
36.0,100.0,0.0,0.7385607144917589,0.9491223128249608
36.0,101.0,0.0,0.7385607144917589,0.9511730689645422
36.0,102.0,0.0,0.7385607144917589,0.9532036202816422
36.0,103.0,0.0,0.7385607144917589,0.955214361026174
36.0,104.0,0.0,0.7385607144917589,0.9572056740201558
36.0,105.0,0.0,0.7385607144917589,0.9591779310951604
36.0,106.0,0.0,0.7385607144917589,0.9611314935090284
36.0,107.0,0.0,0.7385607144917589,0.9630667123430208
36.0,108.0,0.0,0.7385607144917589,0.9649839288804956
36.0,109.0,0.0,0.7385607144917589,0.9668834749681324
36.0,110.0,0.0,0.7385607144917589,0.9687656733606655
36.0,111.0,0.0,0.7385607144917589,0.9706308380500152
36.0,112.0,0.0,0.7385607144917589,0.9724792745796575
36.0,113.0,0.0,0.7385607144917589,0.974311280345027
36.0,114.0,0.0,0.7385607144917589,0.9761271448806774
36.0,115.0,0.0,0.7385607144917589,0.9779271501349108
36.0,116.0,0.0,0.7385607144917589,0.9797115707325104
36.0,117.0,0.0,0.7385607144917589,0.9814806742262008
36.0,118.0,0.0,0.7385607144917589,0.9832347213374059
36.0,119.0,0.0,0.7385607144917589,0.9849739661868492
36.0,120.0,0.0,0.7385607144917589,0.9866986565155028
36.0,121.0,0.0,0.7385607144917589,0.9884090338963708
36.0,122.0,0.0,0.7385607144917589,0.9901053339375552
36.0,123.0,0.0,0.7385607144917589,0.9917877864770342
36.0,124.0,0.0,0.7385607144917589,0.9934566157695536
36.0,125.0,0.0,0.7385607144917589,0.9951120406660126
36.0,126.0,0.0,0.7385607144917589,0.9967542747857024
36.0,127.0,0.0,0.7385607144917589,0.9983835266817379
36.0,128.0,0.0,0.7385607144917589,1.0
37.0,1.0,1.0,0.7442076236612786,0.0
37.0,2.0,1.0,0.7442076236612786,0.14285714285714285
37.0,3.0,1.0,0.7442076236612786,0.2264232143887366
37.0,4.0,1.0,0.7442076236612786,0.2857142857142857
37.0,5.0,1.0,0.7442076236612786,0.33170401355533746
37.0,6.0,1.0,0.7442076236612786,0.3692803572458794
37.0,7.0,1.0,0.7442076236612786,0.4010507031510863
37.0,8.0,1.0,0.7442076236612786,0.42857142857142855
37.0,9.0,1.0,0.7442076236612786,0.4528464287774732
37.0,10.0,1.0,0.7442076236612786,0.4745611564124804
37.0,11.0,1.0,0.7442076236612786,0.4942045169481854
37.0,12.0,1.0,0.7442076236612786,0.5121375001030224
37.0,13.0,1.0,0.7442076236612786,0.5286342454487275
37.0,14.0,1.0,0.7442076236612786,0.5439078460082291
37.0,15.0,1.0,0.7442076236612786,0.5581272279440741
37.0,16.0,1.0,0.7442076236612786,0.5714285714285714
37.0,17.0,1.0,0.7442076236612786,0.5839232630357628
37.0,18.0,1.0,0.7442076236612786,0.5957035716346161
37.0,19.0,1.0,0.7442076236612786,0.6068467876347979
37.0,20.0,1.0,0.7442076236612786,0.6174182992696232
37.0,21.0,1.0,0.7442076236612786,0.627473917539823
37.0,22.0,1.0,0.7442076236612786,0.6370616598053281
37.0,23.0,1.0,0.7442076236612786,0.6462231365795733
37.0,24.0,1.0,0.7442076236612786,0.6549946429601653
37.0,25.0,1.0,0.7442076236612786,0.6634080271106749
37.0,26.0,1.0,0.7442076236612786,0.6714913883058704
37.0,27.0,1.0,0.7442076236612786,0.6792696431662099
37.0,28.0,1.0,0.7442076236612786,0.6867649888653721
37.0,29.0,1.0,0.7442076236612786,0.6939972850182247
37.0,30.0,1.0,0.7442076236612786,0.7009843708012171
37.0,31.0,1.0,0.7442076236612786,0.707742330055268
37.0,32.0,1.0,0.7442076236612786,0.7142857142857143
37.0,33.0,1.0,0.7442076236612786,0.7206277313369219
37.0,34.0,1.0,0.7442076236612786,0.7267804058929057
37.0,35.0,1.0,0.7442076236612786,0.7327547167064238
37.0,36.0,1.0,0.7442076236612786,0.7385607144917589
37.0,37.0,1.0,0.7442076236612786,0.7442076236612786
37.0,38.0,1.0,0.7442076236612786,0.7497039304919407
37.0,39.0,1.0,0.7442076236612786,0.7550574598374641
37.0,40.0,1.0,0.7442076236612786,0.7602754421267661
37.0,41.0,1.0,0.7442076236612786,0.7653645720882977
37.0,42.0,1.0,0.7442076236612786,0.7703310603969659
37.0,43.0,1.0,0.7442076236612786,0.7751806792431568
37.0,44.0,1.0,0.7442076236612786,0.7799188026624709
37.0,45.0,1.0,0.7442076236612786,0.7845504423328107
37.0,46.0,1.0,0.7442076236612786,0.7890802794367161
37.0,47.0,1.0,0.7442076236612786,0.7935126930968054
37.0,48.0,0.9910019118824824,0.7442076236612786,0.7978517858173081
37.0,49.0,0.0,0.7442076236612786,0.8021014063021726
37.0,50.0,0.0,0.7442076236612786,0.8062651699678177
37.0,51.0,0.0,0.7442076236612786,0.8103464774244994
37.0,52.0,0.0,0.7442076236612786,0.8143485311630132
37.0,53.0,0.0,0.7442076236612786,0.8182743506518857
37.0,54.0,0.0,0.7442076236612786,0.8221267860233528
37.0,55.0,0.0,0.7442076236612786,0.8259085305035229
37.0,56.0,0.0,0.7442076236612786,0.8296221317225151
37.0,57.0,0.0,0.7442076236612786,0.8332700020235346
37.0,58.0,0.0,0.7442076236612786,0.8368544278753675
37.0,59.0,0.0,0.7442076236612786,0.8403775784802631
37.0,60.0,0.0,0.7442076236612786,0.8438415136583598
37.0,61.0,0.0,0.7442076236612786,0.8472481910804124
37.0,62.0,0.0,0.7442076236612786,0.8505994729124108
37.0,63.0,0.0,0.7442076236612786,0.8538971319285595
37.0,64.0,0.0,0.7442076236612786,0.8571428571428571
37.0,65.0,0.0,0.7442076236612786,0.8603382590040649
37.0,66.0,0.0,0.7442076236612786,0.8634848741940647
37.0,67.0,0.0,0.7442076236612786,0.866584170065396
37.0,68.0,0.0,0.7442076236612786,0.8696375487500486
37.0,69.0,0.0,0.7442076236612786,0.8726463509683101
37.0,70.0,0.0,0.7442076236612786,0.8756118595635668
37.0,71.0,0.0,0.7442076236612786,0.8785353027863831
37.0,72.0,0.0,0.7442076236612786,0.8814178573489018
37.0,73.0,0.0,0.7442076236612786,0.8842606512685739
37.0,74.0,0.0,0.7442076236612786,0.8870647665184216
37.0,75.0,0.0,0.7442076236612786,0.8898312414994115
37.0,76.0,0.0,0.7442076236612786,0.8925610733490837
37.0,77.0,0.0,0.7442076236612786,0.8952552200992717
37.0,78.0,0.0,0.7442076236612786,0.8979146026946071
37.0,79.0,0.0,0.7442076236612786,0.9005401068824433
37.0,80.0,0.0,0.7442076236612786,0.9031325849839088
37.0,81.0,0.0,0.7442076236612786,0.9056928575549464
37.0,82.0,0.0,0.7442076236612786,0.9082217149454408
37.0,83.0,0.0,0.7442076236612786,0.9107199187638464
37.0,84.0,0.0,0.7442076236612786,0.9131882032541084
37.0,85.0,0.0,0.7442076236612786,0.9156272765911004
37.0,86.0,0.0,0.7442076236612786,0.9180378221002996
37.0,87.0,0.0,0.7442076236612786,0.9204204994069612
37.0,88.0,0.0,0.7442076236612786,0.922775945519614
37.0,89.0,0.0,0.7442076236612786,0.9251047758523424
37.0,90.0,0.0,0.7442076236612786,0.9274075851899536
37.0,91.0,0.0,0.7442076236612786,0.9296849485998138
37.0,92.0,0.0,0.7442076236612786,0.931937422293859
37.0,93.0,0.0,0.7442076236612786,0.9341655444440046
37.0,94.0,0.0,0.7442076236612786,0.9363698359539482
37.0,95.0,0.0,0.7442076236612786,0.9385508011901356
37.0,96.0,0.0,0.7442076236612786,0.9407089286744508
37.0,97.0,0.0,0.7442076236612786,0.9428446917410184
37.0,98.0,0.0,0.7442076236612786,0.9449585491593157
37.0,99.0,0.0,0.7442076236612786,0.9470509457256584
37.0,100.0,0.0,0.7442076236612786,0.9491223128249608
37.0,101.0,0.0,0.7442076236612786,0.9511730689645422
37.0,102.0,0.0,0.7442076236612786,0.9532036202816422
37.0,103.0,0.0,0.7442076236612786,0.955214361026174
37.0,104.0,0.0,0.7442076236612786,0.9572056740201558
37.0,105.0,0.0,0.7442076236612786,0.9591779310951604
37.0,106.0,0.0,0.7442076236612786,0.9611314935090284
37.0,107.0,0.0,0.7442076236612786,0.9630667123430208
37.0,108.0,0.0,0.7442076236612786,0.9649839288804956
37.0,109.0,0.0,0.7442076236612786,0.9668834749681324
37.0,110.0,0.0,0.7442076236612786,0.9687656733606655
37.0,111.0,0.0,0.7442076236612786,0.9706308380500152
37.0,112.0,0.0,0.7442076236612786,0.9724792745796575
37.0,113.0,0.0,0.7442076236612786,0.974311280345027
37.0,114.0,0.0,0.7442076236612786,0.9761271448806774
37.0,115.0,0.0,0.7442076236612786,0.9779271501349108
37.0,116.0,0.0,0.7442076236612786,0.9797115707325104
37.0,117.0,0.0,0.7442076236612786,0.9814806742262008
37.0,118.0,0.0,0.7442076236612786,0.9832347213374059
37.0,119.0,0.0,0.7442076236612786,0.9849739661868492
37.0,120.0,0.0,0.7442076236612786,0.9866986565155028
37.0,121.0,0.0,0.7442076236612786,0.9884090338963708
37.0,122.0,0.0,0.7442076236612786,0.9901053339375552
37.0,123.0,0.0,0.7442076236612786,0.9917877864770342
37.0,124.0,0.0,0.7442076236612786,0.9934566157695536
37.0,125.0,0.0,0.7442076236612786,0.9951120406660126
37.0,126.0,0.0,0.7442076236612786,0.9967542747857024
37.0,127.0,0.0,0.7442076236612786,0.9983835266817379
37.0,128.0,0.0,0.7442076236612786,1.0
38.0,1.0,1.0,0.7497039304919407,0.0
38.0,2.0,1.0,0.7497039304919407,0.14285714285714285
38.0,3.0,1.0,0.7497039304919407,0.2264232143887366
38.0,4.0,1.0,0.7497039304919407,0.2857142857142857
38.0,5.0,1.0,0.7497039304919407,0.33170401355533746
38.0,6.0,1.0,0.7497039304919407,0.3692803572458794
38.0,7.0,1.0,0.7497039304919407,0.4010507031510863
38.0,8.0,1.0,0.7497039304919407,0.42857142857142855
38.0,9.0,1.0,0.7497039304919407,0.4528464287774732
38.0,10.0,1.0,0.7497039304919407,0.4745611564124804
38.0,11.0,1.0,0.7497039304919407,0.4942045169481854
38.0,12.0,1.0,0.7497039304919407,0.5121375001030224
38.0,13.0,1.0,0.7497039304919407,0.5286342454487275
38.0,14.0,1.0,0.7497039304919407,0.5439078460082291
38.0,15.0,1.0,0.7497039304919407,0.5581272279440741
38.0,16.0,1.0,0.7497039304919407,0.5714285714285714
38.0,17.0,1.0,0.7497039304919407,0.5839232630357628
38.0,18.0,1.0,0.7497039304919407,0.5957035716346161
38.0,19.0,1.0,0.7497039304919407,0.6068467876347979
38.0,20.0,1.0,0.7497039304919407,0.6174182992696232
38.0,21.0,1.0,0.7497039304919407,0.627473917539823
38.0,22.0,1.0,0.7497039304919407,0.6370616598053281
38.0,23.0,1.0,0.7497039304919407,0.6462231365795733
38.0,24.0,1.0,0.7497039304919407,0.6549946429601653
38.0,25.0,1.0,0.7497039304919407,0.6634080271106749
38.0,26.0,1.0,0.7497039304919407,0.6714913883058704
38.0,27.0,1.0,0.7497039304919407,0.6792696431662099
38.0,28.0,1.0,0.7497039304919407,0.6867649888653721
38.0,29.0,1.0,0.7497039304919407,0.6939972850182247
38.0,30.0,1.0,0.7497039304919407,0.7009843708012171
38.0,31.0,1.0,0.7497039304919407,0.707742330055268
38.0,32.0,1.0,0.7497039304919407,0.7142857142857143
38.0,33.0,1.0,0.7497039304919407,0.7206277313369219
38.0,34.0,1.0,0.7497039304919407,0.7267804058929057
38.0,35.0,1.0,0.7497039304919407,0.7327547167064238
38.0,36.0,1.0,0.7497039304919407,0.7385607144917589
38.0,37.0,1.0,0.7497039304919407,0.7442076236612786
38.0,38.0,1.0,0.7497039304919407,0.7497039304919407
38.0,39.0,1.0,0.7497039304919407,0.7550574598374641
38.0,40.0,1.0,0.7497039304919407,0.7602754421267661
38.0,41.0,1.0,0.7497039304919407,0.7653645720882977
38.0,42.0,1.0,0.7497039304919407,0.7703310603969659
38.0,43.0,1.0,0.7497039304919407,0.7751806792431568
38.0,44.0,1.0,0.7497039304919407,0.7799188026624709
38.0,45.0,1.0,0.7497039304919407,0.7845504423328107
38.0,46.0,1.0,0.7497039304919407,0.7890802794367161
38.0,47.0,0.9912452199688292,0.7497039304919407,0.7935126930968054
38.0,48.0,0.0,0.7497039304919407,0.7978517858173081
38.0,49.0,0.0,0.7497039304919407,0.8021014063021726
38.0,50.0,0.0,0.7497039304919407,0.8062651699678177
38.0,51.0,0.0,0.7497039304919407,0.8103464774244994
38.0,52.0,0.0,0.7497039304919407,0.8143485311630132
38.0,53.0,0.0,0.7497039304919407,0.8182743506518857
38.0,54.0,0.0,0.7497039304919407,0.8221267860233528
38.0,55.0,0.0,0.7497039304919407,0.8259085305035229
38.0,56.0,0.0,0.7497039304919407,0.8296221317225151
38.0,57.0,0.0,0.7497039304919407,0.8332700020235346
38.0,58.0,0.0,0.7497039304919407,0.8368544278753675
38.0,59.0,0.0,0.7497039304919407,0.8403775784802631
38.0,60.0,0.0,0.7497039304919407,0.8438415136583598
38.0,61.0,0.0,0.7497039304919407,0.8472481910804124
38.0,62.0,0.0,0.7497039304919407,0.8505994729124108
38.0,63.0,0.0,0.7497039304919407,0.8538971319285595
38.0,64.0,0.0,0.7497039304919407,0.8571428571428571
38.0,65.0,0.0,0.7497039304919407,0.8603382590040649
38.0,66.0,0.0,0.7497039304919407,0.8634848741940647
38.0,67.0,0.0,0.7497039304919407,0.866584170065396
38.0,68.0,0.0,0.7497039304919407,0.8696375487500486
38.0,69.0,0.0,0.7497039304919407,0.8726463509683101
38.0,70.0,0.0,0.7497039304919407,0.8756118595635668
38.0,71.0,0.0,0.7497039304919407,0.8785353027863831
38.0,72.0,0.0,0.7497039304919407,0.8814178573489018
38.0,73.0,0.0,0.7497039304919407,0.8842606512685739
38.0,74.0,0.0,0.7497039304919407,0.8870647665184216
38.0,75.0,0.0,0.7497039304919407,0.8898312414994115
38.0,76.0,0.0,0.7497039304919407,0.8925610733490837
38.0,77.0,0.0,0.7497039304919407,0.8952552200992717
38.0,78.0,0.0,0.7497039304919407,0.8979146026946071
38.0,79.0,0.0,0.7497039304919407,0.9005401068824433
38.0,80.0,0.0,0.7497039304919407,0.9031325849839088
38.0,81.0,0.0,0.7497039304919407,0.9056928575549464
38.0,82.0,0.0,0.7497039304919407,0.9082217149454408
38.0,83.0,0.0,0.7497039304919407,0.9107199187638464
38.0,84.0,0.0,0.7497039304919407,0.9131882032541084
38.0,85.0,0.0,0.7497039304919407,0.9156272765911004
38.0,86.0,0.0,0.7497039304919407,0.9180378221002996
38.0,87.0,0.0,0.7497039304919407,0.9204204994069612
38.0,88.0,0.0,0.7497039304919407,0.922775945519614
38.0,89.0,0.0,0.7497039304919407,0.9251047758523424
38.0,90.0,0.0,0.7497039304919407,0.9274075851899536
38.0,91.0,0.0,0.7497039304919407,0.9296849485998138
38.0,92.0,0.0,0.7497039304919407,0.931937422293859
38.0,93.0,0.0,0.7497039304919407,0.9341655444440046
38.0,94.0,0.0,0.7497039304919407,0.9363698359539482
38.0,95.0,0.0,0.7497039304919407,0.9385508011901356
38.0,96.0,0.0,0.7497039304919407,0.9407089286744508
38.0,97.0,0.0,0.7497039304919407,0.9428446917410184
38.0,98.0,0.0,0.7497039304919407,0.9449585491593157
38.0,99.0,0.0,0.7497039304919407,0.9470509457256584
38.0,100.0,0.0,0.7497039304919407,0.9491223128249608
38.0,101.0,0.0,0.7497039304919407,0.9511730689645422
38.0,102.0,0.0,0.7497039304919407,0.9532036202816422
38.0,103.0,0.0,0.7497039304919407,0.955214361026174
38.0,104.0,0.0,0.7497039304919407,0.9572056740201558
38.0,105.0,0.0,0.7497039304919407,0.9591779310951604
38.0,106.0,0.0,0.7497039304919407,0.9611314935090284
38.0,107.0,0.0,0.7497039304919407,0.9630667123430208
38.0,108.0,0.0,0.7497039304919407,0.9649839288804956
38.0,109.0,0.0,0.7497039304919407,0.9668834749681324
38.0,110.0,0.0,0.7497039304919407,0.9687656733606655
38.0,111.0,0.0,0.7497039304919407,0.9706308380500152
38.0,112.0,0.0,0.7497039304919407,0.9724792745796575
38.0,113.0,0.0,0.7497039304919407,0.974311280345027
38.0,114.0,0.0,0.7497039304919407,0.9761271448806774
38.0,115.0,0.0,0.7497039304919407,0.9779271501349108
38.0,116.0,0.0,0.7497039304919407,0.9797115707325104
38.0,117.0,0.0,0.7497039304919407,0.9814806742262008
38.0,118.0,0.0,0.7497039304919407,0.9832347213374059
38.0,119.0,0.0,0.7497039304919407,0.9849739661868492
38.0,120.0,0.0,0.7497039304919407,0.9866986565155028
38.0,121.0,0.0,0.7497039304919407,0.9884090338963708
38.0,122.0,0.0,0.7497039304919407,0.9901053339375552
38.0,123.0,0.0,0.7497039304919407,0.9917877864770342
38.0,124.0,0.0,0.7497039304919407,0.9934566157695536
38.0,125.0,0.0,0.7497039304919407,0.9951120406660126
38.0,126.0,0.0,0.7497039304919407,0.9967542747857024
38.0,127.0,0.0,0.7497039304919407,0.9983835266817379
38.0,128.0,0.0,0.7497039304919407,1.0
39.0,1.0,1.0,0.7550574598374641,0.0
39.0,2.0,1.0,0.7550574598374641,0.14285714285714285
39.0,3.0,1.0,0.7550574598374641,0.2264232143887366
39.0,4.0,1.0,0.7550574598374641,0.2857142857142857
39.0,5.0,1.0,0.7550574598374641,0.33170401355533746
39.0,6.0,1.0,0.7550574598374641,0.3692803572458794
39.0,7.0,1.0,0.7550574598374641,0.4010507031510863
39.0,8.0,1.0,0.7550574598374641,0.42857142857142855
39.0,9.0,1.0,0.7550574598374641,0.4528464287774732
39.0,10.0,1.0,0.7550574598374641,0.4745611564124804
39.0,11.0,1.0,0.7550574598374641,0.4942045169481854
39.0,12.0,1.0,0.7550574598374641,0.5121375001030224
39.0,13.0,1.0,0.7550574598374641,0.5286342454487275
39.0,14.0,1.0,0.7550574598374641,0.5439078460082291
39.0,15.0,1.0,0.7550574598374641,0.5581272279440741
39.0,16.0,1.0,0.7550574598374641,0.5714285714285714
39.0,17.0,1.0,0.7550574598374641,0.5839232630357628
39.0,18.0,1.0,0.7550574598374641,0.5957035716346161
39.0,19.0,1.0,0.7550574598374641,0.6068467876347979
39.0,20.0,1.0,0.7550574598374641,0.6174182992696232
39.0,21.0,1.0,0.7550574598374641,0.627473917539823
39.0,22.0,1.0,0.7550574598374641,0.6370616598053281
39.0,23.0,1.0,0.7550574598374641,0.6462231365795733
39.0,24.0,1.0,0.7550574598374641,0.6549946429601653
39.0,25.0,1.0,0.7550574598374641,0.6634080271106749
39.0,26.0,1.0,0.7550574598374641,0.6714913883058704
39.0,27.0,1.0,0.7550574598374641,0.6792696431662099
39.0,28.0,1.0,0.7550574598374641,0.6867649888653721
39.0,29.0,1.0,0.7550574598374641,0.6939972850182247
39.0,30.0,1.0,0.7550574598374641,0.7009843708012171
39.0,31.0,1.0,0.7550574598374641,0.707742330055268
39.0,32.0,1.0,0.7550574598374641,0.7142857142857143
39.0,33.0,1.0,0.7550574598374641,0.7206277313369219
39.0,34.0,1.0,0.7550574598374641,0.7267804058929057
39.0,35.0,1.0,0.7550574598374641,0.7327547167064238
39.0,36.0,1.0,0.7550574598374641,0.7385607144917589
39.0,37.0,1.0,0.7550574598374641,0.7442076236612786
39.0,38.0,1.0,0.7550574598374641,0.7497039304919407
39.0,39.0,1.0,0.7550574598374641,0.7550574598374641
39.0,40.0,1.0,0.7550574598374641,0.7602754421267661
39.0,41.0,1.0,0.7550574598374641,0.7653645720882977
39.0,42.0,1.0,0.7550574598374641,0.7703310603969659
39.0,43.0,1.0,0.7550574598374641,0.7751806792431568
39.0,44.0,1.0,0.7550574598374641,0.7799188026624709
39.0,45.0,1.0,0.7550574598374641,0.7845504423328107
39.0,46.0,0.9919664159321891,0.7550574598374641,0.7890802794367161
39.0,47.0,0.0,0.7550574598374641,0.7935126930968054
39.0,48.0,0.0,0.7550574598374641,0.7978517858173081
39.0,49.0,0.0,0.7550574598374641,0.8021014063021726
39.0,50.0,0.0,0.7550574598374641,0.8062651699678177
39.0,51.0,0.0,0.7550574598374641,0.8103464774244994
39.0,52.0,0.0,0.7550574598374641,0.8143485311630132
39.0,53.0,0.0,0.7550574598374641,0.8182743506518857
39.0,54.0,0.0,0.7550574598374641,0.8221267860233528
39.0,55.0,0.0,0.7550574598374641,0.8259085305035229
39.0,56.0,0.0,0.7550574598374641,0.8296221317225151
39.0,57.0,0.0,0.7550574598374641,0.8332700020235346
39.0,58.0,0.0,0.7550574598374641,0.8368544278753675
39.0,59.0,0.0,0.7550574598374641,0.8403775784802631
39.0,60.0,0.0,0.7550574598374641,0.8438415136583598
39.0,61.0,0.0,0.7550574598374641,0.8472481910804124
39.0,62.0,0.0,0.7550574598374641,0.8505994729124108
39.0,63.0,0.0,0.7550574598374641,0.8538971319285595
39.0,64.0,0.0,0.7550574598374641,0.8571428571428571
39.0,65.0,0.0,0.7550574598374641,0.8603382590040649
39.0,66.0,0.0,0.7550574598374641,0.8634848741940647
39.0,67.0,0.0,0.7550574598374641,0.866584170065396
39.0,68.0,0.0,0.7550574598374641,0.8696375487500486
39.0,69.0,0.0,0.7550574598374641,0.8726463509683101
39.0,70.0,0.0,0.7550574598374641,0.8756118595635668
39.0,71.0,0.0,0.7550574598374641,0.8785353027863831
39.0,72.0,0.0,0.7550574598374641,0.8814178573489018
39.0,73.0,0.0,0.7550574598374641,0.8842606512685739
39.0,74.0,0.0,0.7550574598374641,0.8870647665184216
39.0,75.0,0.0,0.7550574598374641,0.8898312414994115
39.0,76.0,0.0,0.7550574598374641,0.8925610733490837
39.0,77.0,0.0,0.7550574598374641,0.8952552200992717
39.0,78.0,0.0,0.7550574598374641,0.8979146026946071
39.0,79.0,0.0,0.7550574598374641,0.9005401068824433
39.0,80.0,0.0,0.7550574598374641,0.9031325849839088
39.0,81.0,0.0,0.7550574598374641,0.9056928575549464
39.0,82.0,0.0,0.7550574598374641,0.9082217149454408
39.0,83.0,0.0,0.7550574598374641,0.9107199187638464
39.0,84.0,0.0,0.7550574598374641,0.9131882032541084
39.0,85.0,0.0,0.7550574598374641,0.9156272765911004
39.0,86.0,0.0,0.7550574598374641,0.9180378221002996
39.0,87.0,0.0,0.7550574598374641,0.9204204994069612
39.0,88.0,0.0,0.7550574598374641,0.922775945519614
39.0,89.0,0.0,0.7550574598374641,0.9251047758523424
39.0,90.0,0.0,0.7550574598374641,0.9274075851899536
39.0,91.0,0.0,0.7550574598374641,0.9296849485998138
39.0,92.0,0.0,0.7550574598374641,0.931937422293859
39.0,93.0,0.0,0.7550574598374641,0.9341655444440046
39.0,94.0,0.0,0.7550574598374641,0.9363698359539482
39.0,95.0,0.0,0.7550574598374641,0.9385508011901356
39.0,96.0,0.0,0.7550574598374641,0.9407089286744508
39.0,97.0,0.0,0.7550574598374641,0.9428446917410184
39.0,98.0,0.0,0.7550574598374641,0.9449585491593157
39.0,99.0,0.0,0.7550574598374641,0.9470509457256584
39.0,100.0,0.0,0.7550574598374641,0.9491223128249608
39.0,101.0,0.0,0.7550574598374641,0.9511730689645422
39.0,102.0,0.0,0.7550574598374641,0.9532036202816422
39.0,103.0,0.0,0.7550574598374641,0.955214361026174
39.0,104.0,0.0,0.7550574598374641,0.9572056740201558
39.0,105.0,0.0,0.7550574598374641,0.9591779310951604
39.0,106.0,0.0,0.7550574598374641,0.9611314935090284
39.0,107.0,0.0,0.7550574598374641,0.9630667123430208
39.0,108.0,0.0,0.7550574598374641,0.9649839288804956
39.0,109.0,0.0,0.7550574598374641,0.9668834749681324
39.0,110.0,0.0,0.7550574598374641,0.9687656733606655
39.0,111.0,0.0,0.7550574598374641,0.9706308380500152
39.0,112.0,0.0,0.7550574598374641,0.9724792745796575
39.0,113.0,0.0,0.7550574598374641,0.974311280345027
39.0,114.0,0.0,0.7550574598374641,0.9761271448806774
39.0,115.0,0.0,0.7550574598374641,0.9779271501349108
39.0,116.0,0.0,0.7550574598374641,0.9797115707325104
39.0,117.0,0.0,0.7550574598374641,0.9814806742262008
39.0,118.0,0.0,0.7550574598374641,0.9832347213374059
39.0,119.0,0.0,0.7550574598374641,0.9849739661868492
39.0,120.0,0.0,0.7550574598374641,0.9866986565155028
39.0,121.0,0.0,0.7550574598374641,0.9884090338963708
39.0,122.0,0.0,0.7550574598374641,0.9901053339375552
39.0,123.0,0.0,0.7550574598374641,0.9917877864770342
39.0,124.0,0.0,0.7550574598374641,0.9934566157695536
39.0,125.0,0.0,0.7550574598374641,0.9951120406660126
39.0,126.0,0.0,0.7550574598374641,0.9967542747857024
39.0,127.0,0.0,0.7550574598374641,0.9983835266817379
39.0,128.0,0.0,0.7550574598374641,1.0
40.0,1.0,1.0,0.7602754421267661,0.0
40.0,2.0,1.0,0.7602754421267661,0.14285714285714285
40.0,3.0,1.0,0.7602754421267661,0.2264232143887366
40.0,4.0,1.0,0.7602754421267661,0.2857142857142857
40.0,5.0,1.0,0.7602754421267661,0.33170401355533746
40.0,6.0,1.0,0.7602754421267661,0.3692803572458794
40.0,7.0,1.0,0.7602754421267661,0.4010507031510863
40.0,8.0,1.0,0.7602754421267661,0.42857142857142855
40.0,9.0,1.0,0.7602754421267661,0.4528464287774732
40.0,10.0,1.0,0.7602754421267661,0.4745611564124804
40.0,11.0,1.0,0.7602754421267661,0.4942045169481854
40.0,12.0,1.0,0.7602754421267661,0.5121375001030224
40.0,13.0,1.0,0.7602754421267661,0.5286342454487275
40.0,14.0,1.0,0.7602754421267661,0.5439078460082291
40.0,15.0,1.0,0.7602754421267661,0.5581272279440741
40.0,16.0,1.0,0.7602754421267661,0.5714285714285714
40.0,17.0,1.0,0.7602754421267661,0.5839232630357628
40.0,18.0,1.0,0.7602754421267661,0.5957035716346161
40.0,19.0,1.0,0.7602754421267661,0.6068467876347979
40.0,20.0,1.0,0.7602754421267661,0.6174182992696232
40.0,21.0,1.0,0.7602754421267661,0.627473917539823
40.0,22.0,1.0,0.7602754421267661,0.6370616598053281
40.0,23.0,1.0,0.7602754421267661,0.6462231365795733
40.0,24.0,1.0,0.7602754421267661,0.6549946429601653
40.0,25.0,1.0,0.7602754421267661,0.6634080271106749
40.0,26.0,1.0,0.7602754421267661,0.6714913883058704
40.0,27.0,1.0,0.7602754421267661,0.6792696431662099
40.0,28.0,1.0,0.7602754421267661,0.6867649888653721
40.0,29.0,1.0,0.7602754421267661,0.6939972850182247
40.0,30.0,1.0,0.7602754421267661,0.7009843708012171
40.0,31.0,1.0,0.7602754421267661,0.707742330055268
40.0,32.0,1.0,0.7602754421267661,0.7142857142857143
40.0,33.0,1.0,0.7602754421267661,0.7206277313369219
40.0,34.0,1.0,0.7602754421267661,0.7267804058929057
40.0,35.0,1.0,0.7602754421267661,0.7327547167064238
40.0,36.0,1.0,0.7602754421267661,0.7385607144917589
40.0,37.0,1.0,0.7602754421267661,0.7442076236612786
40.0,38.0,1.0,0.7602754421267661,0.7497039304919407
40.0,39.0,1.0,0.7602754421267661,0.7550574598374641
40.0,40.0,1.0,0.7602754421267661,0.7602754421267661
40.0,41.0,1.0,0.7602754421267661,0.7653645720882977
40.0,42.0,1.0,0.7602754421267661,0.7703310603969659
40.0,43.0,1.0,0.7602754421267661,0.7751806792431568
40.0,44.0,1.0,0.7602754421267661,0.7799188026624709
