k1,k2,S(Add^4 k1 k2),R1,R2
6,11,0.9494949494949497,0.646240625180289,0.8648579046593244
6,12,0.8749999999999998,0.646240625180289,0.8962406251802891
6,13,0.8076923076923077,0.646240625180289,0.925109929535273
6,14,0.75,0.646240625180289,0.9518387305144009
6,15,0.6999999999999998,0.646240625180289,0.9767226489021297
6,16,0.65625,0.646240625180289,1.0
7,1,1.0,0.701838730514401,0.0
7,2,1.0,0.701838730514401,0.25
7,3,0.9999999999999999,0.701838730514401,0.3962406251802891
7,4,1.0,0.701838730514401,0.5
7,5,1.0,0.701838730514401,0.5804820237218405
7,6,1.0,0.701838730514401,0.646240625180289
7,7,1.0000000000000002,0.701838730514401,0.701838730514401
7,8,0.9999999999999997,0.701838730514401,0.75
7,9,0.9999999999999998,0.701838730514401,0.7924812503605781
7,10,0.9428571428571427,0.701838730514401,0.8304820237218407
7,11,0.8701298701298702,0.701838730514401,0.8648579046593244
7,12,0.8021978021978022,0.701838730514401,0.8962406251802891
7,13,0.7441130298273156,0.701838730514401,0.925109929535273
7,14,0.693877551020408,0.701838730514401,0.9518387305144009
7,15,0.6476190476190478,0.701838730514401,0.9767226489021297
7,16,0.6071428571428573,0.701838730514401,1.0
8,1,0.9999999999999999,0.75,0.0
8,2,1.0,0.75,0.25
8,3,0.9999999999999999,0.75,0.3962406251802891
8,4,1.0,0.75,0.5
8,5,1.0,0.75,0.5804820237218405
8,6,1.0,0.75,0.646240625180289
8,7,0.9999999999999997,0.75,0.701838730514401
8,8,0.9999999999999999,0.75,0.75
8,9,0.9455128205128205,0.75,0.7924812503605781
8,10,0.8696428571428569,0.75,0.8304820237218407
8,11,0.8053030303030302,0.75,0.8648579046593244
8,12,0.7475961538461539,0.75,0.8962406251802891
8,13,0.6936813186813187,0.75,0.925109929535273
8,14,0.6470238095238094,0.75,0.9518387305144009
8,15,0.60625,0.75,0.9767226489021297
8,16,0.5703125,0.75,1.0
9,1,1.0000000000000002,0.7924812503605781,0.0
9,2,0.9999999999999998,0.7924812503605781,0.25
9,3,1.0,0.7924812503605781,0.3962406251802891
9,4,1.0,0.7924812503605781,0.5
9,5,1.0,0.7924812503605781,0.5804820237218405
9,6,0.9999999999999999,0.7924812503605781,0.646240625180289
9,7,0.9999999999999998,0.7924812503605781,0.701838730514401
9,8,0.9455128205128205,0.7924812503605781,0.75
9,9,0.883190883190883,0.7924812503605781,0.7924812503605781
9,10,0.8126984126984127,0.7924812503605781,0.8304820237218407
9,11,0.7474747474747475,0.7924812503605781,0.8648579046593244
9,12,0.6851851851851851,0.7924812503605781,0.8962406251802891
9,13,0.6324786324786325,0.7924812503605781,0.925109929535273
9,14,0.5873015873015873,0.7924812503605781,0.9518387305144009
9,15,0.548148148148148,0.7924812503605781,0.9767226489021297
9,16,0.5138888888888888,0.7924812503605781,1.0
10,1,1.0000000000000002,0.8304820237218407,0.0
10,2,1.0,0.8304820237218407,0.25
10,3,1.0,0.8304820237218407,0.3962406251802891
10,4,0.9999999999999999,0.8304820237218407,0.5
10,5,0.9999999999999999,0.8304820237218407,0.5804820237218405
10,6,0.9999999999999999,0.8304820237218407,0.646240625180289
10,7,0.9428571428571427,0.8304820237218407,0.701838730514401
10,8,0.8696428571428569,0.8304820237218407,0.75
10,9,0.8126984126984127,0.8304820237218407,0.7924812503605781
10,10,0.75,0.8304820237218407,0.8304820237218407
10,11,0.6818181818181815,0.8304820237218407,0.8648579046593244
10,12,0.625,0.8304820237218407,0.8962406251802891
10,13,0.576923076923077,0.8304820237218407,0.925109929535273
10,14,0.5357142857142856,0.8304820237218407,0.9518387305144009
10,15,0.5000000000000001,0.8304820237218407,0.9767226489021297
10,16,0.46875000000000006,0.8304820237218407,1.0
11,1,1.0,0.8648579046593244,0.0
11,2,1.0,0.8648579046593244,0.25
11,3,1.0,0.8648579046593244,0.3962406251802891
11,4,0.9999999999999999,0.8648579046593244,0.5
11,5,1.0,0.8648579046593244,0.5804820237218405
11,6,0.9494949494949497,0.8648579046593244,0.646240625180289
11,7,0.8701298701298702,0.8648579046593244,0.701838730514401
11,8,0.8053030303030302,0.8648579046593244,0.75
11,9,0.7474747474747475,0.8648579046593244,0.7924812503605781
11,10,0.6818181818181815,0.8648579046593244,0.8304820237218407
11,11,0.6280991735537191,0.8648579046593244,0.8648579046593244
11,12,0.5757575757575758,0.8648579046593244,0.8962406251802891
11,13,0.5314685314685315,0.8648579046593244,0.925109929535273
11,14,0.49350649350649367,0.8648579046593244,0.9518387305144009
11,15,0.4606060606060608,0.8648579046593244,0.9767226489021297
11,16,0.4318181818181819,0.8648579046593244,1.0
12,1,0.9999999999999998,0.8962406251802891,0.0
12,2,1.0,0.8962406251802891,0.25
12,3,0.9999999999999998,0.8962406251802891,0.3962406251802891
12,4,1.0,0.8962406251802891,0.5
12,5,0.9607843137254902,0.8962406251802891,0.5804820237218405
12,6,0.8749999999999998,0.8962406251802891,0.646240625180289
12,7,0.8021978021978022,0.8962406251802891,0.701838730514401
12,8,0.7475961538461539,0.8962406251802891,0.75
12,9,0.6851851851851851,0.8962406251802891,0.7924812503605781
12,10,0.625,0.8962406251802891,0.8304820237218407
12,11,0.5757575757575758,0.8962406251802891,0.8648579046593244
12,12,0.5347222222222223,0.8962406251802891,0.8962406251802891
12,13,0.49358974358974367,0.8962406251802891,0.925109929535273
12,14,0.4583333333333335,0.8962406251802891,0.9518387305144009
12,15,0.4277777777777778,0.8962406251802891,0.9767226489021297
12,16,0.40104166666666663,0.8962406251802891,1.0
13,1,1.0,0.925109929535273,0.0
13,2,1.0000000000000002,0.925109929535273,0.25
13,3,0.9999999999999999,0.925109929535273,0.3962406251802891
13,4,0.9871794871794874,0.925109929535273,0.5
13,5,0.8923076923076924,0.925109929535273,0.5804820237218405
13,6,0.8076923076923077,0.925109929535273,0.646240625180289
13,7,0.7441130298273156,0.925109929535273,0.701838730514401
13,8,0.6936813186813187,0.925109929535273,0.75
13,9,0.6324786324786325,0.925109929535273,0.7924812503605781
13,10,0.576923076923077,0.925109929535273,0.8304820237218407
13,11,0.5314685314685315,0.925109929535273,0.8648579046593244
13,12,0.49358974358974367,0.925109929535273,0.8962406251802891
13,13,0.4615384615384615,0.925109929535273,0.925109929535273
13,14,0.4285714285714286,0.925109929535273,0.9518387305144009
13,15,0.39999999999999997,0.925109929535273,0.9767226489021297
13,16,0.375,0.925109929535273,1.0
14,1,0.9999999999999999,0.9518387305144009,0.0
14,2,1.0,0.9518387305144009,0.25
14,3,1.0,0.9518387305144009,0.3962406251802891
14,4,0.9321428571428569,0.9518387305144009,0.5
14,5,0.8285714285714285,0.9518387305144009,0.5804820237218405
14,6,0.75,0.9518387305144009,0.646240625180289
14,7,0.693877551020408,0.9518387305144009,0.701838730514401
14,8,0.6470238095238094,0.9518387305144009,0.75
14,9,0.5873015873015873,0.9518387305144009,0.7924812503605781
14,10,0.5357142857142856,0.9518387305144009,0.8304820237218407
14,11,0.49350649350649367,0.9518387305144009,0.8648579046593244
14,12,0.4583333333333335,0.9518387305144009,0.8962406251802891
14,13,0.4285714285714286,0.9518387305144009,0.925109929535273
14,14,0.40306122448979587,0.9518387305144009,0.9518387305144009
14,15,0.3761904761904762,0.9518387305144009,0.9767226489021297
14,16,0.35267857142857134,0.9518387305144009,1.0
15,1,0.9999999999999998,0.9767226489021297,0.0
15,2,1.0,0.9767226489021297,0.25
15,3,0.9333333333333333,0.9767226489021297,0.3962406251802891
15,4,0.8770833333333332,0.9767226489021297,0.5
15,5,0.7733333333333334,0.9767226489021297,0.5804820237218405
15,6,0.6999999999999998,0.9767226489021297,0.646240625180289
15,7,0.6476190476190478,0.9767226489021297,0.701838730514401
15,8,0.60625,0.9767226489021297,0.75
15,9,0.548148148148148,0.9767226489021297,0.7924812503605781
15,10,0.5000000000000001,0.9767226489021297,0.8304820237218407
15,11,0.4606060606060608,0.9767226489021297,0.8648579046593244
15,12,0.4277777777777778,0.9767226489021297,0.8962406251802891
15,13,0.39999999999999997,0.9767226489021297,0.925109929535273
15,14,0.3761904761904762,0.9767226489021297,0.9518387305144009
15,15,0.3555555555555556,0.9767226489021297,0.9767226489021297
15,16,0.33333333333333337,0.9767226489021297,1.0
16,1,1.0,1.0,0.0
16,2,0.9687500000000001,1.0,0.25
16,3,0.8749999999999999,1.0,0.3962406251802891
16,4,0.828125,1.0,0.5
16,5,0.7250000000000001,1.0,0.5804820237218405
16,6,0.65625,1.0,0.646240625180289
16,7,0.6071428571428573,1.0,0.701838730514401
16,8,0.5703125,1.0,0.75
16,9,0.5138888888888888,1.0,0.7924812503605781
16,10,0.46875000000000006,1.0,0.8304820237218407
16,11,0.4318181818181819,1.0,0.8648579046593244
16,12,0.40104166666666663,1.0,0.8962406251802891
16,13,0.375,1.0,0.925109929535273
16,14,0.35267857142857134,1.0,0.9518387305144009
16,15,0.33333333333333337,1.0,0.9767226489021297
16,16,0.31640625,1.0,1.0
