k1,k2,S(Add^1 k1 k2),R1,R2
1,1,1.0,0.0,0.0
1,2,0.9999999982655702,0.0,1.0
2,1,0.9999999982655702,1.0,0.0
2,2,0.7499999997740028,1.0,1.0
