R1,R2
0,1
0.1987887566505188,0.9705746993406488
0.19933183580148234,0.9700316201896853
0.19936601171543453,0.9517415903530166
0.19964665974905546,0.9514609423193956
0.31420419862411497,0.951148905164614
0.31554670724442,0.9498063965443088
0.3947018033880826,0.9414608379582332
0.39746814885363707,0.9386944924926788
0.3975918269614061,0.9285515851821756
0.4572115001965735,0.9207275664703694
0.4605964188635247,0.917342647803418
0.4605969548590316,0.906453730049477
0.5096066928319406,0.8976404676823403
0.5127822512482101,0.8944649092660708
0.5333524947726623,0.8762034171018879
0.5508497348033422,0.8746199636073223
0.5555517480463538,0.8699179503643107
0.5842709859659859,0.8583863030516042
0.5910248588393359,0.8516324301782543
0.5930563460968079,0.8435804134110749
0.6210065716024316,0.8338380135913119
0.6264655403789164,0.828379044814827
0.6487615550792252,0.8200145876504548
0.655791502264109,0.812984640465571
0.6753991162284472,0.8041323032045284
0.6823813482462193,0.7971500711867563
0.6997681650925072,0.7872825412484673
0.7063689416110431,0.7806817647299312
0.7216263434566444,0.7694861945941388
0.7292341769793582,0.761878361071425
0.7431623065292908,0.7495979677078379
0.7500435468261888,0.7427167274109401
0.7621028737961292,0.7292364728818436
0.7689203975307264,0.7224189491472464
0.7804031374648516,0.7064694647501671
0.7876062585568949,0.6992663436581238
0.7976000963278815,0.6821650421853256
0.803812526986634,0.6759526115265732
0.8131218145136279,0.6560650055729249
0.8189367368263923,0.6502500832601604
0.8286158797467786,0.6264186481460714
0.8335522552946291,0.6214822725982211
0.8432761340533074,0.5931189505004258
0.8534818261624975,0.5891932377054578
0.8600893824172123,0.582585681450743
0.8703241846692317,0.555393413223532
0.8744772872657945,0.5512403106269691
0.8943702103341076,0.512674584862064
0.8979964233981331,0.5090483717980384
0.9062990052412506,0.46101708340033704
0.9178067530458204,0.4609446873808631
0.91979606572707,0.4589553746996136
0.9389092519885396,0.3975908419659729
0.940932149669618,0.3955679442848945
0.9498689011388598,0.3156437256144037
0.9509057325381384,0.314606894215125
0.960831739018352,0.19958364573338724
0.9700509574990036,0.19940883848405253
0.9704335745515786,0.19902622143147752
1,0
