R1,R2
0.1999971731307965,0.19999801654218718
0.19999918703521344,0.19999600263777026
0.19999103168572352,0.31695690409562827
0.1999935803079443,0.31695435547340745
0.1999899376317854,0.3999377662047885
0.1999938315525851,0.3999338722839888
0.1999898542278385,0.464302072796192
0.1999943795683881,0.46429754745564245
0.19998229283738056,0.5147659472944862
0.1999881864307162,0.5147600537011505
0.19998163810256475,0.5573107130453356
0.199987168372213,0.5573051827756874
0.19968634383527095,0.5944550012861185
0.19979345379211386,0.5943478913292756
0.19961877180748278,0.6270967880550783
0.1997818054221066,0.6269337544404545
0.19956774588109993,0.6561208818397583
0.19970941265641648,0.6559792150644417
0.19971135960491726,0.6823170139339455
0.1998195512569371,0.6822088222819257
0.19939292119438257,0.706557700996491
0.19966925966084678,0.7062813625300267
0.19955572548742495,0.728639417946592
0.19979472771382428,0.7284004157201927
0.19953151406442893,0.7492479261692416
0.19969571302253422,0.7490837272111364
0.1995411320638696,0.7684437120353536
0.1997162592250817,0.7682685848741414
0.19969449648186655,0.7862450623083532
0.1998057134338917,0.786133845356328
0.19962902444121622,0.8031030384446494
0.19975950845614088,0.8029725544297247
0.1996656247156996,0.8189669265636752
0.1997851750355871,0.8188473762437877
0.19951913096735485,0.8340932023140345
0.19971359015806192,0.8338987431233275
0.19965995486934074,0.8482845424461247
0.19980412209748538,0.8481403752179801
0.19972612459896788,0.8618778176059252
0.19981426641738137,0.8617896757875116
0.19975903234214099,0.8748442861457635
0.19982586700310243,0.874777451484802
0.19977065651500703,0.8872591998444594
0.19986253347969749,0.887167322879769
0.19957389846693308,0.8991893018705925
0.19977338244155943,0.8989898178959662
0.19956897807637353,0.9105138777160663
0.19977797827601657,0.9103048775164233
0.19939886620034464,0.921469797066616
0.1997141377706683,0.9211545254962924
0.199481756782097,0.9318798590610464
0.19971326173492807,0.9316483541082153
0.19943001388429626,0.9420013594364075
0.19965079705725158,0.9417805762634521
0.19936601171543455,0.9517415903530166
0.19964665974905546,0.9514609423193957
0.19899912588619983,0.9614308522155406
0.19924125228376993,0.9611887258179705
0.19878875665051876,0.9705746993406489
0.19933183580148234,0.9700316201896853
0.18287424589384338,0.9571673851263244
0.19501852247870172,0.945023108541466
0.3169538303191783,0.19999387013806375
0.3169579258020831,0.19998977465515894
0.31695009543633135,0.31695350195590155
0.3169565806014079,0.316947016790825
0.31694163655582996,0.3999399781874632
0.31695498395051286,0.3999266307927803
0.31694130421909933,0.46395371373586974
0.3169517686579065,0.4639432492970626
0.31694243948648715,0.5140731976047849
0.3169512659051983,0.5140643711860737
