R1,R2
0.0,1.0
0.14285714285714285,0.998383526681738
0.2264232143887366,0.9951120406660126
0.2857142857142857,0.9917877864770342
0.33170401355533746,0.983234721337406
0.36928035724587943,0.9779271501349108
0.4010507031510863,0.974311280345027
0.42857142857142855,0.9706308380500152
0.4528464287774732,0.9611314935090284
0.47456115641248037,0.9511730689645422
0.4942045169481854,0.9449585491593157
0.5121375001030224,0.9385508011901355
0.5286342454487275,0.9341655444440046
0.5439078460082291,0.9296849485998138
0.5581272279440741,0.9251047758523425
0.5714285714285714,0.9204204994069612
0.5839232630357628,0.9131882032541085
0.5957035716346161,0.9056928575549464
0.6068467876347979,0.897914602694607
0.6174182992696232,0.8898312414994115
0.627473917539823,0.8842606512685739
0.6370616598053281,0.8785353027863831
0.6462231365795733,0.87264635096831
0.6549946429601653,0.8696375487500486
0.6634080271106749,0.8634848741940647
0.6714913883058704,0.8603382590040649
0.6792696431662099,0.8538971319285595
0.686764988865372,0.8505994729124108
0.6939972850182247,0.8472481910804124
0.700984370801217,0.8438415136583598
0.707742330055268,0.8403775784802631
0.7142857142857143,0.8368544278753675
0.7206277313369219,0.829622131722515
0.7267804058929057,0.8259085305035229
0.7327547167064238,0.8221267860233528
0.7385607144917589,0.8143485311630132
0.7442076236612786,0.8103464774244994
0.7497039304919407,0.8062651699678177
0.7550574598374641,0.8021014063021726
0.7602754421267661,0.7978517858173081
0.7653645720882977,0.7935126930968054
0.7703310603969659,0.7890802794367161
0.7751806792431568,0.7845504423328107
0.779918802662471,0.779918802662471
0.7845504423328107,0.7751806792431568
0.7890802794367161,0.7703310603969659
0.7935126930968054,0.7653645720882977
0.7978517858173081,0.7602754421267661
0.8021014063021726,0.7550574598374641
0.8062651699678177,0.7497039304919407
0.8103464774244994,0.7442076236612786
0.8143485311630132,0.7385607144917589
0.8221267860233528,0.7327547167064238
0.8259085305035229,0.7267804058929057
0.829622131722515,0.7206277313369219
0.8368544278753675,0.7142857142857143
0.8403775784802631,0.707742330055268
0.8438415136583598,0.700984370801217
0.8472481910804124,0.6939972850182247
0.8505994729124108,0.686764988865372
0.8538971319285595,0.6792696431662099
0.8603382590040649,0.6714913883058704
0.8634848741940647,0.6634080271106749
0.8696375487500486,0.6549946429601653
0.87264635096831,0.6462231365795733
0.8785353027863831,0.6370616598053281
0.8842606512685739,0.627473917539823
0.8898312414994115,0.6174182992696232
0.897914602694607,0.6068467876347979
0.9056928575549464,0.5957035716346161
0.9131882032541085,0.5839232630357628
0.9204204994069612,0.5714285714285714
0.9251047758523425,0.5581272279440741
0.9296849485998138,0.5439078460082291
0.9341655444440046,0.5286342454487275
0.9385508011901355,0.5121375001030224
0.9449585491593157,0.4942045169481854
0.9511730689645422,0.47456115641248037
0.9611314935090284,0.4528464287774732
0.9706308380500152,0.42857142857142855
0.974311280345027,0.4010507031510863
0.9779271501349108,0.36928035724587943
0.983234721337406,0.33170401355533746
0.9917877864770342,0.2857142857142857
0.9951120406660126,0.2264232143887366
0.998383526681738,0.14285714285714285
1.0,0.0
